,step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
1892677,165,67502.61,21611.0,0.0,274763.64,342266.25,0,0,1,0,0,0
681805,36,4443.4,464.0,0.0,0.0,0.0,0,0,0,0,1,0
160343,12,16425.2,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4379212,311,289802.91,0.0,0.0,13988543.41,14278346.32,0,0,1,0,0,0
4693345,331,59895.66,21002.0,0.0,0.0,59895.66,0,0,1,0,0,0
1670306,158,349037.92,972.0,0.0,452405.78,801443.7,0,0,1,0,0,0
4647651,330,345792.93,0.0,0.0,990981.78,1336774.72,0,0,1,0,0,0
2161402,184,88684.77,10866.0,0.0,0.0,88684.77,0,0,1,0,0,0
259590,14,62797.99,0.0,0.0,194578.07,130599.77,0,0,1,0,0,0
6322378,688,15491.96,139483.0,123991.04,0.0,0.0,0,0,0,0,1,0
6054418,495,302764.9,6470069.08,6772833.99,857224.08,554459.17,0,1,0,0,0,0
613365,34,63872.83,285.0,64157.83,1945369.16,1881496.33,0,1,0,0,0,0
3094729,235,15103.58,0.0,0.0,430702.25,445805.83,0,0,1,0,0,0
5780349,400,198882.54,170150.0,0.0,1998966.68,2197849.22,0,0,1,0,0,0
1990130,179,107248.44,7244474.59,7351723.03,165354.29,557939.38,0,1,0,0,0,0
5485318,379,264761.54,19227084.54,19491846.07,615123.62,350362.08,0,1,0,0,0,0
912894,43,11973.47,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2040136,181,8888.83,79818.0,70929.17,0.0,0.0,0,0,0,0,1,0
4856159,347,272760.52,0.0,0.0,418130.1,690890.62,0,0,1,0,0,0
3357343,254,37733.38,101.0,0.0,0.0,0.0,0,0,0,0,1,0
486447,19,27474.03,0.0,0.0,94753.27,122227.3,0,0,1,0,0,0
3839897,282,226710.35,0.0,0.0,271248.88,497959.24,0,0,1,0,0,0
5250974,371,370004.9,41130.0,0.0,547284.34,917289.24,0,0,1,0,0,0
6082764,522,43486.23,13288.0,0.0,59983.41,103469.64,0,0,1,0,0,0
6287013,661,4364.01,76362.0,71997.99,602799.62,607163.63,0,0,1,0,0,0
3463921,257,1843.08,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5571533,393,25154.4,48922.0,23767.6,0.0,0.0,0,0,0,0,1,0
1463640,140,11983.94,2001.0,0.0,0.0,0.0,0,0,0,0,1,0
2435088,203,13416.41,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5975247,407,238103.62,2022986.92,2261090.54,277706.7,39603.08,0,1,0,0,0,0
4701136,331,12477.36,30769.0,18291.64,0.0,0.0,0,0,0,0,1,0
3718440,278,42415.59,0.0,0.0,852189.87,894605.46,0,0,1,0,0,0
1216845,133,277805.62,9614075.0,9891880.62,2483521.07,2205715.45,0,1,0,0,0,0
3726529,278,3578.74,46419.41,42840.67,0.0,0.0,0,0,0,0,1,0
5966010,406,116973.64,59813.0,0.0,0.0,116973.64,0,0,1,0,0,0
1662748,158,122422.27,24758.0,0.0,672176.56,794598.83,0,0,1,0,0,0
1946844,177,419721.93,203.0,419924.93,2242197.01,1822475.08,0,1,0,0,0,0
6095308,522,201530.95,36766.0,0.0,53042.04,254572.99,0,0,1,0,0,0
4693870,331,15537.32,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4487678,324,24043.78,6172.0,0.0,106007.58,130051.37,0,0,1,0,0,0
3545797,260,2983.01,67497.0,64513.99,0.0,0.0,0,0,0,0,1,0
3297527,252,47999.28,0.0,0.0,234387.14,282386.43,0,0,0,0,0,1
4830937,347,311566.34,0.0,0.0,1178652.83,1490219.18,0,0,1,0,0,0
2711626,211,133583.76,1808146.38,1941730.13,2262033.37,2128449.61,0,1,0,0,0,0
322372,16,89.71,85086.0,84996.29,0.0,0.0,0,0,0,0,1,0
3141956,236,314.7,71375.82,71061.12,0.0,0.0,0,0,0,0,1,0
441820,19,994.63,381949.0,380954.37,0.0,0.0,0,0,0,0,1,0
2409354,202,144782.43,20175.0,0.0,914794.36,1059576.79,0,0,1,0,0,0
4235638,306,207293.43,0.0,0.0,256167.81,463461.24,0,0,1,0,0,0
2463414,203,239196.81,0.0,0.0,297763.63,705303.27,0,0,1,0,0,0
4575245,328,188366.41,310212.43,498578.84,1184196.1,995829.69,0,1,0,0,0,0
4627694,329,19977.59,294.0,0.0,0.0,0.0,0,0,0,0,1,0
6088985,522,71887.39,95.0,0.0,0.0,71887.39,0,0,1,0,0,0
5205434,370,81318.67,6599813.84,6681132.51,196503.24,115184.57,0,1,0,0,0,0
5647254,396,80827.5,0.0,0.0,126174.0,207001.5,0,0,1,0,0,0
3279388,251,82430.55,16390640.64,16473071.19,222538.37,140107.83,0,1,0,0,0,0
215640,13,1815.79,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3497085,259,265014.93,0.0,0.0,750650.76,1015665.69,0,0,1,0,0,0
54521,9,20599.1,21207.0,607.9,0.0,0.0,0,0,0,0,1,0
1850592,164,21870.87,132198.72,110327.85,0.0,0.0,0,0,0,0,1,0
5111954,355,43109.0,2603.0,0.0,856494.13,899603.12,0,0,1,0,0,0
3486521,258,14410.19,0.0,0.0,0.0,0.0,0,0,0,0,1,0
6256536,598,25072.06,14770.0,0.0,0.0,25072.06,0,0,1,0,0,0
872831,42,60915.28,31013.0,0.0,939393.97,1358382.96,0,0,1,0,0,0
1145023,131,174369.14,6629371.76,6803740.9,2615165.82,2440796.68,0,1,0,0,0,0
4689511,331,13621.6,81153.11,67531.5,0.0,0.0,0,0,0,0,1,0
51534,9,22109.31,6080.0,0.0,0.0,0.0,0,0,0,0,1,0
1184481,132,11280.4,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5462463,379,151575.46,22196.0,0.0,2003158.36,2154733.82,0,0,1,0,0,0
1837526,163,234535.45,12535370.25,12769905.7,524856.88,290321.43,0,1,0,0,0,0
4432369,322,25104.94,398514.34,373409.4,0.0,0.0,0,0,0,0,1,0
4631883,330,53570.94,290558.41,236987.47,152692.84,206263.78,0,0,1,0,0,0
3409951,255,108360.06,0.0,0.0,4195839.37,4304199.43,0,0,1,0,0,0
5063387,354,335992.76,15345.0,351337.76,815582.0,479589.24,0,1,0,0,0,0
5086793,355,1639.41,0.0,0.0,0.0,0.0,0,0,0,0,1,0
776874,39,314034.97,94816.0,408850.97,644197.06,330162.09,0,1,0,0,0,0
777002,39,9306.63,290.0,0.0,0.0,0.0,0,0,0,0,1,0
3849656,282,650200.4,0.0,0.0,666491.29,1316691.68,0,0,0,0,0,1
861283,42,6566.43,9094.0,2527.57,0.0,0.0,0,0,0,0,1,0
2805613,225,89261.58,0.0,0.0,4873731.62,4962993.2,0,0,1,0,0,0
3318313,252,83063.87,60218.0,143281.87,328865.85,245801.98,0,1,0,0,0,0
3966987,297,89506.3,50.0,0.0,53595.05,143101.35,0,0,1,0,0,0
2333563,188,2214.53,14294.7,12080.18,0.0,0.0,0,0,0,0,1,0
1452048,140,45849.38,193954.88,239804.26,840224.12,794374.74,0,1,0,0,0,0
4316369,308,13526.63,11636.0,0.0,0.0,0.0,0,0,0,0,1,0
3237749,250,167825.08,0.0,0.0,411042.3,578867.37,0,0,1,0,0,0
3095469,235,6301.68,10370.02,4068.35,0.0,0.0,0,0,0,0,1,0
1630700,157,240584.01,0.0,0.0,10304412.48,10544996.49,0,0,1,0,0,0
1440351,140,151152.21,11765981.4,11917133.61,524372.63,675752.75,0,1,0,0,0,0
2441857,203,126381.78,4262154.19,4388535.97,408578.89,282197.11,0,1,0,0,0,0
1087597,129,22909.92,0.0,0.0,0.0,0.0,0,0,0,0,1,0
6062061,502,65654.57,6735556.55,6801211.11,333904.47,268249.9,0,1,0,0,0,0
6066307,514,69054.7,0.0,0.0,177091.47,246146.17,0,0,1,0,0,0
5380898,376,28179.07,70660.0,42480.93,0.0,0.0,0,0,0,0,1,0
6094531,522,237565.81,10204451.5,10442017.31,1273982.54,1036416.73,0,1,0,0,0,0
6318548,687,17294.18,0.0,0.0,0.0,0.0,0,0,0,0,1,0
118355,11,152754.79,0.0,0.0,4320607.99,4473362.79,0,0,1,0,0,0
2457790,203,226544.8,21372.0,0.0,492644.48,719189.27,0,0,1,0,0,0
967995,44,276942.03,0.0,0.0,541300.44,818242.47,0,0,1,0,0,0
3257627,251,797445.54,23702.0,0.0,4398351.81,5195797.35,0,0,0,0,0,1
3865376,283,77815.51,133869.34,56053.83,2512183.38,2589998.89,0,0,0,0,0,1
2075244,182,384015.57,1995265.61,2379281.18,27961544.3,27577528.73,0,1,0,0,0,0
1563609,155,177243.94,0.0,0.0,484288.7,661532.64,0,0,1,0,0,0
1949927,178,893088.23,80506.0,0.0,0.0,893088.23,0,0,0,0,0,1
5956128,405,45828.15,17954.39,0.0,1687309.79,1733137.94,0,0,1,0,0,0
3117489,236,91609.42,540620.92,632230.33,400086.12,308476.7,0,1,0,0,0,0
1244655,134,193000.52,102265.0,0.0,0.0,193000.52,0,0,1,0,0,0
1402647,139,9125.14,294374.26,285249.12,0.0,0.0,0,0,0,0,1,0
4502356,325,110769.0,14734.0,0.0,0.0,110769.0,0,0,1,0,0,0
2273268,187,39.07,40508.0,40468.93,0.0,0.0,0,0,0,0,1,0
6220633,590,5248.18,16084.0,10835.82,0.0,0.0,0,0,0,0,1,0
2949378,230,67064.21,0.0,0.0,8923546.07,8990610.28,0,0,1,0,0,0
5795353,401,14883.43,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2220252,186,144562.08,29308.0,0.0,370420.32,514982.4,0,0,1,0,0,0
3111284,235,16011.14,10313.0,0.0,0.0,0.0,0,0,0,0,1,0
2285674,187,12156.62,460172.86,448016.24,115575.9,127732.52,0,0,1,0,0,0
538724,21,246755.22,7931.0,254686.22,2774274.32,2862963.28,0,1,0,0,0,0
871717,42,390054.26,20548.0,410602.26,8305575.94,8315001.43,0,1,0,0,0,0
3042818,234,6875.6,0.0,0.0,0.0,0.0,0,0,0,0,1,0
743480,38,5968.67,22204.0,16235.33,0.0,0.0,0,0,0,0,1,0
5605705,394,20916.78,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2514132,205,5719.3,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3195344,249,176101.08,1315728.62,1491829.7,3699858.17,3523757.09,0,1,0,0,0,0
4157718,303,15361.67,152647.46,137285.8,0.0,0.0,0,0,0,0,1,0
561995,22,6334.17,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5294006,373,135475.04,29380.0,0.0,0.0,135475.04,0,0,1,0,0,0
4442484,323,28392.44,5024.0,0.0,0.0,0.0,0,0,0,0,1,0
1319532,136,87462.98,0.0,0.0,239695.22,327158.2,0,0,0,0,0,1
1095507,130,69922.25,5153817.95,5223740.2,521893.31,451971.06,0,1,0,0,0,0
2564751,206,1563.96,119219.0,117655.04,0.0,0.0,0,0,0,0,1,0
10327,7,16121.79,52084.0,35962.21,147293.76,309837.2,0,0,1,0,0,0
6013644,449,74352.51,563657.61,638010.13,291405.74,217053.23,0,1,0,0,0,0
2156985,184,281477.52,15029.0,296506.52,0.0,0.0,0,1,0,0,0,0
3735132,278,241240.4,0.0,0.0,2380383.31,2621623.7,0,0,1,0,0,0
2405088,202,120308.62,610540.06,730848.67,2238107.09,2117798.47,0,1,0,0,0,0
4313026,308,302857.12,5411.0,308268.12,0.0,0.0,0,1,0,0,0,0
2065074,181,272540.49,0.0,0.0,482694.18,755234.67,0,0,1,0,0,0
1975355,178,13066.26,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2791298,215,6138.98,0.0,0.0,0.0,0.0,0,0,0,0,1,0
612504,34,136984.29,0.0,0.0,139825.42,276809.71,0,0,1,0,0,0
3570744,260,66604.83,52902.0,0.0,382485.47,449090.3,0,0,1,0,0,0
3100152,235,29283.99,31183.37,1899.38,316645.8,345929.8,0,0,1,0,0,0
5008480,353,96891.73,9924.0,0.0,248698.28,345590.02,0,0,1,0,0,0
3303135,252,185607.05,100737.0,286344.05,8160.55,0.0,0,1,0,0,0,0
3634801,274,6645.59,6247.0,12892.59,0.0,0.0,0,1,0,0,0,0
1881826,164,131560.04,57278.0,0.0,1468229.4,1599789.43,0,0,1,0,0,0
2749403,212,203024.19,0.0,0.0,3734273.21,3937297.4,0,0,1,0,0,0
2492967,204,15191.88,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2353834,190,434238.48,1217850.95,1652089.43,542997.75,108759.27,0,1,0,0,0,0
2068424,181,87506.92,0.0,0.0,299031.74,386538.65,0,0,1,0,0,0
2291733,187,74530.08,162848.5,88318.41,174569.9,143567.8,0,0,1,0,0,0
6009846,442,6812.53,82438.0,75625.47,0.0,0.0,0,0,0,0,1,0
1149653,131,2737718.83,102103.0,0.0,158452.93,2896171.76,0,0,0,0,0,1
5147741,357,23549.91,7038.0,0.0,0.0,0.0,0,0,0,0,1,0
2119955,183,182759.75,96505.0,0.0,3053288.72,3236048.47,0,0,0,0,0,1
3615450,273,68508.62,69128.0,137636.62,0.0,0.0,0,1,0,0,0,0
624584,34,5595.91,31146.0,25550.09,0.0,0.0,0,0,0,0,1,0
4005361,298,18951.57,1947502.51,1966454.08,1293282.86,1274331.3,0,1,0,0,0,0
3879596,283,95627.83,0.0,0.0,1127585.26,1223213.1,0,0,1,0,0,0
3338091,253,497598.13,0.0,0.0,759939.0,1257537.13,0,0,1,0,0,0
1137226,131,33526.64,5411.0,38937.64,0.0,0.0,0,1,0,0,0,0
4980818,352,11862.21,5231706.44,5243568.64,614950.88,603088.68,0,1,0,0,0,0
4841196,347,112904.58,20715.0,133619.58,7608.91,0.0,0,1,0,0,0,0
4193718,305,136077.21,184214.0,320291.21,122139.79,0.0,0,1,0,0,0,0
3827122,282,6334.0,20258.0,13924.0,0.0,0.0,0,0,0,0,1,0
1185602,132,14438.18,12176.0,0.0,0.0,0.0,0,0,0,0,1,0
4268795,307,119115.07,153131.0,34015.93,0.0,119115.07,0,0,1,0,0,0
5274709,372,396856.64,0.0,0.0,1219172.65,1616029.29,0,0,1,0,0,0
1831229,163,8801.68,37284.0,28482.32,0.0,0.0,0,0,0,0,1,0
3308114,252,115573.37,7703773.44,7819346.81,270237.77,154664.4,0,1,0,0,0,0
5885203,403,33441.86,15313.0,0.0,271773.79,305215.64,0,0,1,0,0,0
3711784,277,361885.85,193.0,362078.85,1275094.61,913208.76,0,1,0,0,0,0
2452831,203,118432.27,0.0,0.0,2012508.86,2130941.13,0,0,1,0,0,0
1338711,137,186234.84,1599486.02,1785720.86,741569.7,555334.86,0,1,0,0,0,0
2292158,187,12207.67,0.0,0.0,67993.4,80201.07,0,0,0,0,0,1
1927087,168,3697.07,4182.0,484.93,0.0,0.0,0,0,0,0,1,0
621146,34,37530.36,70814.0,33283.64,0.0,0.0,0,0,0,0,1,0
800119,40,137104.98,0.0,0.0,355437.89,492542.87,0,0,1,0,0,0
4247334,306,20933.73,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4873912,348,308473.81,10035.0,0.0,0.0,308473.81,0,0,1,0,0,0
4466674,324,1103205.9,570.0,0.0,21418.41,1124624.31,0,0,0,0,0,1
5861229,403,23703.2,0.0,0.0,3557358.86,3581062.06,0,0,1,0,0,0
999756,45,10907.67,148969.54,138061.86,0.0,0.0,0,0,0,0,1,0
3867728,283,1197.36,0.0,0.0,0.0,0.0,0,0,0,0,1,0
6208868,587,354590.95,0.0,0.0,629899.91,984490.86,0,0,1,0,0,0
4865314,348,9716.59,59731.58,50015.0,0.0,0.0,0,0,0,0,1,0
1521142,153,744900.36,0.0,0.0,1930992.48,2675892.84,0,0,0,0,0,1
932212,43,29744.43,212829.95,183085.51,0.0,0.0,0,0,0,0,1,0
5721168,398,41000.13,100348.0,141348.13,1755108.02,1714107.9,0,1,0,0,0,0
1548672,154,95508.18,74092.0,169600.18,0.0,0.0,0,1,0,0,0,0
211833,13,37364.28,18215.0,0.0,0.0,0.0,0,0,0,0,1,0
5607069,394,143342.83,1741699.26,1885042.09,151254.7,7911.87,0,1,0,0,0,0
170647,12,90468.81,4037436.27,4127905.08,567882.56,1241179.48,0,1,0,0,0,0
2662128,210,149729.07,0.0,0.0,181733.36,331462.43,0,0,1,0,0,0
3985238,298,10953.18,327167.32,316214.14,0.0,0.0,0,0,0,0,1,0
5026153,353,121964.43,25050.0,147014.43,31860.31,0.0,0,1,0,0,0,0
4915319,349,27962.58,1063.0,0.0,0.0,0.0,0,0,0,0,1,0
2198584,185,495562.14,112729.0,0.0,3132103.64,3627665.79,0,0,0,0,0,1
3230069,250,281759.57,3875.0,285634.57,2080967.95,2087124.05,0,1,0,0,0,0
4051502,300,275029.28,7032181.6,7307210.89,5778090.09,5503060.81,0,1,0,0,0,0
5600036,394,8456.11,60241.95,51785.84,0.0,0.0,0,0,0,0,1,0
3886579,283,46648.26,9053.0,0.0,1089876.8,1136525.06,0,0,1,0,0,0
2634355,209,291050.11,63744.0,0.0,4414020.3,4855126.72,0,0,1,0,0,0
4257618,306,51087.92,26176507.23,26227595.15,59042.2,7954.28,0,1,0,0,0,0
3391737,255,262678.03,8459381.78,8722059.81,5557329.36,5294651.33,0,1,0,0,0,0
1387977,139,1469.33,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3515833,259,239788.08,0.0,0.0,651258.41,891046.49,0,0,1,0,0,0
5053034,354,106420.19,0.0,0.0,3005489.06,3111909.25,0,0,1,0,0,0
2905773,228,55871.74,455.0,0.0,0.0,0.0,0,0,0,0,1,0
5642550,396,153254.81,184.0,153438.81,954560.3,801305.49,0,1,0,0,0,0
1562318,155,456440.21,0.0,0.0,1109626.39,1566066.6,0,0,0,0,0,1
1478795,141,148941.82,211765.0,62823.18,82228.84,231170.66,0,0,1,0,0,0
2196981,185,368030.93,673.0,368703.93,0.0,0.0,0,1,0,0,0,0
3586613,262,261093.99,1054805.67,1315899.66,629903.27,368809.28,0,1,0,0,0,0
1449469,140,488.05,20710.0,20221.95,0.0,0.0,0,0,0,0,1,0
1351473,137,10587.96,190628.22,180040.25,0.0,0.0,0,0,0,0,1,0
5154266,357,224059.61,423650.0,199590.39,111563.21,335622.81,0,0,1,0,0,0
5413825,378,12324.59,0.0,0.0,0.0,0.0,0,0,0,0,1,0
6009950,442,5955.3,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4786906,345,272940.84,2967967.55,3240908.4,462702.73,189761.89,0,1,0,0,0,0
2987705,231,46014.44,0.0,0.0,1820560.27,1866574.71,0,0,1,0,0,0
5547031,382,18458.3,1103.0,0.0,0.0,0.0,0,0,0,0,1,0
4308143,307,343514.35,0.0,0.0,1211645.44,1555159.78,0,0,1,0,0,0
3782423,280,170455.32,453.0,0.0,0.0,170455.32,0,0,0,0,0,1
2425939,202,375491.63,4984634.78,5360126.41,483684.34,108192.71,0,1,0,0,0,0
5992999,420,249288.23,24077.0,273365.23,465614.32,216326.09,0,1,0,0,0,0
2446314,203,5821.01,560.0,0.0,0.0,0.0,0,0,0,0,1,0
6281927,656,333917.48,2112826.26,2446743.74,1428023.28,1094105.81,0,1,0,0,0,0
4263633,307,38108.63,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5607630,394,10354.87,302705.84,292350.98,0.0,0.0,0,0,0,0,1,0
4730668,332,5991.12,9267.0,3275.88,0.0,0.0,0,0,0,0,1,0
4253390,306,375013.1,0.0,0.0,2222685.22,2597698.32,0,0,1,0,0,0
195696,13,259479.89,652.0,0.0,952097.25,1391719.16,0,0,1,0,0,0
2302174,188,357024.2,8425187.9,8782212.09,576484.18,219459.98,0,1,0,0,0,0
104126,10,405922.21,12538.0,0.0,0.0,939549.13,0,0,0,0,0,1
120537,11,34029.76,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3672174,276,1195972.01,0.0,0.0,2366356.49,3562328.5,0,0,0,0,0,1
760584,38,8055.38,63053.0,54997.62,0.0,0.0,0,0,0,0,1,0
5933826,404,206053.45,24420.0,230473.45,693154.75,487101.3,0,1,0,0,0,0
170751,12,21475.81,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4616966,329,257826.83,0.0,0.0,814560.25,1072387.08,0,0,1,0,0,0
4314317,308,106719.96,0.0,0.0,2578248.04,2684967.99,0,0,1,0,0,0
6315576,687,442422.46,15362.0,0.0,0.0,442422.46,0,0,1,0,0,0
1326219,137,17824.1,21687.0,3862.9,183167.76,200991.85,0,0,1,0,0,0
4005145,298,3570028.44,70427.0,0.0,838416.06,4408444.49,0,0,0,0,0,1
3136295,236,22352.75,20526.0,0.0,0.0,0.0,0,0,0,0,1,0
1051120,95,25231.74,155318.26,180550.0,197584.01,172352.27,0,1,0,0,0,0
2125896,183,32115.31,0.0,0.0,612278.84,644394.15,0,0,1,0,0,0
2095485,182,22403.63,451.0,0.0,0.0,0.0,0,0,0,0,1,0
6156825,548,46559.85,12989113.28,13035673.13,279345.91,232786.06,0,1,0,0,0,0
3860931,283,670.51,13687.72,13017.2,0.0,0.0,0,0,0,0,1,0
1229727,133,328418.86,107034.0,435452.86,0.0,0.0,0,1,0,0,0,0
6011156,448,21001.12,900.0,21901.12,38724.76,17723.65,0,1,0,0,0,0
4786990,345,16900.7,0.0,0.0,0.0,0.0,0,0,0,0,1,0
248053,14,1809.6,309991.25,308181.65,0.0,0.0,0,0,0,0,1,0
4685771,331,219195.66,20867.0,0.0,0.0,245049.44,0,0,1,0,0,0
3074483,235,187654.79,0.0,0.0,392697.1,580351.9,0,0,1,0,0,0
767161,39,5431.35,5449.03,17.68,0.0,0.0,0,0,0,0,1,0
5384069,376,8921.44,2770.0,0.0,0.0,8921.44,0,0,1,0,0,0
3190707,241,99824.68,12043.0,0.0,0.0,99824.68,0,0,0,0,0,1
3432226,256,62202.69,698026.0,760228.69,0.0,0.0,0,1,0,0,0,0
859814,42,11680.45,18741.73,7061.28,0.0,0.0,0,0,0,0,1,0
678970,36,202921.67,4702295.54,4905217.2,6945866.77,7567455.11,0,1,0,0,0,0
925935,43,123977.09,18793.0,0.0,3143179.24,3267156.33,0,0,1,0,0,0
103883,10,334932.34,1145.0,0.0,2512193.44,2552027.91,0,0,1,0,0,0
5481461,379,22338.17,249.0,0.0,0.0,0.0,0,0,0,0,1,0
3032972,234,300245.91,52745.0,0.0,6707.45,306953.36,0,0,1,0,0,0
117887,11,5582.03,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2369732,191,16086.3,37311.0,21224.7,0.0,0.0,0,0,0,0,1,0
518542,20,27907.26,68.0,0.0,0.0,27907.26,0,0,1,0,0,0
1861535,164,2119.29,9460.04,7340.75,0.0,0.0,0,0,0,0,1,0
5672040,397,196474.75,267149.0,463623.75,1234973.62,1038498.88,0,1,0,0,0,0
6270467,619,49250.71,15250.0,0.0,500639.08,549889.79,0,0,1,0,0,0
5126683,356,6181.22,200113.0,193931.78,0.0,0.0,0,0,0,0,1,0
3430583,256,437237.37,297102.0,0.0,433172.18,870409.54,0,0,1,0,0,0
1537402,154,4859.91,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5356976,375,9772.08,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1170750,132,579992.72,21008.0,0.0,0.0,579992.72,0,0,1,0,0,0
4563945,327,81173.72,2393.0,0.0,0.0,81173.72,0,0,1,0,0,0
2743140,212,274099.23,0.0,0.0,2808595.76,3082694.99,0,0,0,0,0,1
1775105,162,369365.65,7227.0,0.0,2900620.71,3269986.36,0,0,1,0,0,0
2519296,205,60331.85,0.0,0.0,442733.6,503065.45,0,0,0,0,0,1
1857567,164,69182.69,55005.0,0.0,2397282.19,2466464.88,0,0,1,0,0,0
3890768,284,127722.62,28918.0,0.0,88404.5,216127.12,0,0,1,0,0,0
2650839,209,16369.74,0.0,0.0,121979.98,138349.72,0,0,0,0,0,1
4221395,306,82740.82,11094.0,93834.82,341205.94,258465.12,0,1,0,0,0,0
1479849,141,107557.78,9102874.48,9210432.25,370559.36,263001.58,0,1,0,0,0,0
4508526,325,43111.4,0.0,0.0,2757912.79,2801024.18,0,0,1,0,0,0
6125919,540,540149.73,10168.0,0.0,0.0,540149.73,0,0,0,0,0,1
4100903,301,169812.38,20743.0,190555.38,82909.17,0.0,0,1,0,0,0,0
5238165,371,26814.71,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3168268,238,2681.37,90282.0,87600.63,112401.3,115082.67,0,0,0,1,0,0
122634,11,2569031.56,5966.0,0.0,4742960.43,7311992.0,0,0,0,0,0,1
4722247,332,15048.49,0.0,0.0,1147594.74,1162643.23,0,0,1,0,0,0
355015,17,128828.85,3060529.82,3189358.66,3224863.47,3096034.63,0,1,0,0,0,0
2271496,187,17216.59,2595.66,0.0,0.0,0.0,0,0,0,0,1,0
3193285,249,296403.0,0.0,0.0,2191903.42,2488306.42,0,0,1,0,0,0
1976870,178,1637.36,33486.07,31848.71,0.0,0.0,0,0,0,0,1,0
2770088,213,181688.9,0.0,0.0,1952744.73,2134433.63,0,0,1,0,0,0
6006677,429,10272.56,39633.0,29360.44,0.0,0.0,0,0,0,0,1,0
3721388,278,163538.44,1584151.82,1747690.26,994365.11,830826.66,0,1,0,0,0,0
4088651,301,157338.46,10998.0,0.0,229125.4,386463.86,0,0,1,0,0,0
4968335,351,14194.81,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3588890,262,23790.43,0.0,0.0,5977759.57,6001550.0,0,0,1,0,0,0
4615888,329,1057.62,123120.0,124177.62,0.0,0.0,0,1,0,0,0,0
5222175,370,230284.59,0.0,0.0,925687.89,1155972.48,0,0,1,0,0,0
264761,15,44146.64,2448596.19,2492742.83,45536.61,1389.97,0,1,0,0,0,0
1826049,163,59003.6,307.0,59310.6,319788.94,260785.34,0,1,0,0,0,0
2823233,226,46505.84,0.0,0.0,181641.92,228147.76,0,0,1,0,0,0
3536555,259,10781.21,93900.0,83118.79,0.0,0.0,0,0,0,0,1,0
956010,44,243255.93,46699.0,0.0,181877.5,425133.43,0,0,1,0,0,0
5227585,370,56730.93,5386002.73,5442733.65,14318297.37,14261566.44,0,1,0,0,0,0
3822805,282,2611.04,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4688531,331,5659.31,0.0,0.0,0.0,0.0,0,0,0,0,1,0
490714,19,1293.95,18093.0,16799.05,0.0,0.0,0,0,0,0,1,0
5726516,399,38731.14,5678532.45,5717263.58,786101.6,747370.46,0,1,0,0,0,0
39721,9,9777.48,10722.0,944.52,0.0,0.0,0,0,0,0,1,0
243217,14,195065.67,63.0,195128.67,0.0,37159.03,0,1,0,0,0,0
4057818,300,49092.71,19519.0,0.0,0.0,0.0,0,0,0,0,1,0
407457,18,7832.21,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5416680,378,18114.29,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1159981,131,398416.13,374.0,0.0,0.0,398416.13,0,0,1,0,0,0
6287466,661,39332.27,11172.0,50504.27,0.0,0.0,0,1,0,0,0,0
1906005,165,7320.46,44086.0,36765.54,0.0,0.0,0,0,0,0,1,0
2034912,180,3572.75,35659.0,32086.25,0.0,0.0,0,0,0,0,1,0
1696349,159,85504.31,148.0,85652.31,425776.88,340272.56,0,1,0,0,0,0
5687267,397,45021.74,15530.7,0.0,0.0,0.0,0,0,0,0,1,0
6255143,597,74588.63,21538.0,0.0,0.0,74588.63,0,0,1,0,0,0
5676385,397,6746.77,41055.9,34309.13,0.0,0.0,0,0,0,0,1,0
5908861,404,12887.61,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1323462,137,391060.49,106496.0,0.0,1281210.21,1774390.65,0,0,1,0,0,0
500512,20,772.95,16746.0,15973.05,0.0,0.0,0,0,0,0,1,0
4240080,306,14283.03,40432.0,26148.97,0.0,0.0,0,0,0,0,1,0
